laptop_ID,Company,TypeName,Inches,Cpu,Ram,Memory,OpSys,Weight,Price_euros
658,Asus,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,32GB,512GB SSD,Windows 10,3.8kg,2799.0
659,Acer,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Linux,2.4kg,709.0
660,Dell,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Windows 10,1.2kg,1449.9
661,MSI,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.2kg,1191.8
662,HP,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,500GB HDD,No OS,1.86kg,364.9
663,Toshiba,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,Windows 10,2.0kg,1064.0
664,Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Windows 10,2.2kg,919.0
665,Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,Windows 10,2.2kg,1135.0
666,Lenovo,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Windows 10,3.31kg,1196.0
667,Dell,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,32GB,512GB SSD +  1TB HDD,Windows 10,4.42kg,3147.37
668,Dell,Notebook,14.0,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Windows 10,1.56kg,1229.0
669,Lenovo,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,500GB HDD,Windows 10,2.2kg,419.0
670,Lenovo,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows 10,2.2kg,535.0
671,HP,Notebook,15.6,Intel Core i3 6006U 2GHz,6GB,1TB HDD,Windows 10,2.04kg,539.0
672,MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.7kg,1486.77
673,Toshiba,Notebook,15.6,Intel Core i3 6100U 2.1GHz,4GB,128GB SSD,Windows 10,2.1kg,498.0
674,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Windows 10,2.06kg,955.0
675,HP,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Windows 10,2.1kg,745.0
676,Toshiba,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,2.0kg,1258.0
677,Acer,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Linux,2.1kg,412.0
678,Microsoft,Ultrabook,13.5,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Windows 10 S,1.252kg,1867.85
679,Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD +  1TB HDD,Windows 10,1.90kg,817.95
680,Lenovo,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.3kg,1034.0
681,Lenovo,Notebook,15.6,AMD E-Series E2-9000 2.2GHz,4GB,128GB SSD,Windows 10,2.2kg,349.0
682,HP,2 in 1 Convertible,14.0,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Windows 10,1.63kg,699.0
683,MSI,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,2.4kg,1294.0
684,Asus,Ultrabook,14.0,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.1kg,1135.0
685,HP,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 1.1GHz,8GB,64GB Flash Storage,Chrome OS,1.4kg,495.0
686,LG,Ultrabook,15.6,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Windows 10,1.09kg,2299.0
687,Acer,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,16GB,256GB SSD,Windows 10,2.5kg,1299.0
688,MSI,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Windows 10,2.2kg,997.9
689,Asus,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB SSD,Windows 10,1.86kg,419.0
690,Dell,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,16GB,128GB SSD +  1TB HDD,Windows 10,3.21kg,2051.0
691,HP,Notebook,17.3,Intel Core i3 6006U 2GHz,4GB,256GB SSD,Windows 10,2.5kg,699.0
692,Lenovo,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Windows 10,1.19kg,1499.0
693,Dell,Gaming,15.6,Intel Core i7 7820HK 2.9GHz,16GB,256GB SSD +  1TB HDD,Windows 10,3.49kg,2813.75
694,HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows 10,1.86kg,612.61
695,Dell,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Windows 10,2.2kg,545.67
696,HP,Notebook,17.3,AMD A10-Series 9600P 2.4GHz,6GB,2TB HDD,Windows 10,2.65kg,569.0
697,Lenovo,Notebook,15.6,Intel Celeron Dual Core 3855U 1.6GHz,4GB,500GB HDD,Windows 10,2.1kg,318.0
698,Acer,Notebook,14.0,Intel Celeron Dual Core 3855U 1.6GHz,4GB,32GB Flash Storage,Chrome OS,1.45kg,375.0
699,Lenovo,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Windows 10,1.7kg,699.0
700,HP,Workstation,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,500GB HDD,Windows 10,3.14kg,1907.99
701,Lenovo,2 in 1 Convertible,14.0,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,1.42kg,2590.0
702,Toshiba,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.5kg,973.0
703,Acer,Netbook,11.6,Intel Celeron Dual Core N3050 1.6GHz,4GB,32GB Flash Storage,Windows 10,1.4kg,269.0
704,Lenovo,2 in 1 Convertible,14.0,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows 10,1.38kg,1749.0
705,Asus,2 in 1 Convertible,12.5,Intel Core M M3-6Y30 0.9GHz,4GB,64GB Flash Storage,Chrome OS,1.2kg,669.0
706,Toshiba,Ultrabook,13.3,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Windows 10,1.36kg,1877.0
707,HP,Notebook,15.6,Intel Core i7 7500U 2.7GHz,4GB,500GB HDD,Windows 10,2.1kg,689.0
708,Dell,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Windows 10,2.56kg,819.0
709,Lenovo,Notebook,15.6,AMD A9-Series 9420 2.9GHz,4GB,256GB SSD,Windows 10,2.2kg,399.0
710,Lenovo,Notebook,15.6,AMD A12-Series 9720P 3.6GHz,8GB,1TB HDD,Windows 10,2.2kg,429.0
711,Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD +  1TB HDD,Windows 10,2.1kg,621.45
712,Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,500GB HDD,No OS,1.90kg,450.0
713,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,2.18kg,795.0
714,Acer,2 in 1 Convertible,13.3,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Windows 10,1.6kg,999.0
715,Lenovo,Workstation,15.6,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Windows 7,2.18kg,1855.0
716,Lenovo,Notebook,14.0,Intel Core i5 6300HQ 2.3GHz,8GB,256GB SSD,Windows 10,1.8kg,1191.0
717,HP,Notebook,17.3,AMD A10-Series 9620P 2.5GHz,6GB,2TB HDD,Windows 10,2.71kg,655.01
718,Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.5kg,1249.0
719,Dell,Notebook,14.0,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,Linux,1.64kg,1089.0
720,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Linux,1.98kg,726.0
721,Asus,Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Windows 10,1.5kg,298.0
722,Dell,Notebook,15.6,Intel Core i5 7300U 2.6GHz,16GB,512GB SSD,Windows 10,1.93kg,1426.66
723,Lenovo,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.87kg,857.07
724,Dell,Notebook,15.6,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Windows 10,1.9kg,1179.0
725,Lenovo,Notebook,15.6,AMD A6-Series 7310 2GHz,4GB,500GB HDD,Windows 10,2.19kg,298.0
726,Mediacom,Notebook,14.0,Intel Atom Z8350 1.92GHz,4GB,32GB HDD,Windows 10,1.4kg,265.0
727,HP,Notebook,17.3,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,2.63kg,1200.0
728,Lenovo,Ultrabook,14.0,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Windows 10,1.17kg,1686.64
729,HP,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.58kg,836.6
730,Lenovo,Ultrabook,14.0,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.32kg,1499.0
731,Dell,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  1TB HDD,Windows 10,4.36kg,3659.4
732,MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.7kg,1348.48
733,Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,No OS,1.9kg,489.9
734,Dell,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.2kg,719.0
735,Dell,2 in 1 Convertible,13.3,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,Windows 10,1.71kg,649.0
736,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Linux,2.32kg,589.52
737,HP,Notebook,15.6,AMD A9-Series 9420 3GHz,4GB,1TB HDD,Windows 10,2.1kg,489.0
738,Acer,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Windows 10,4.2kg,1935.0
739,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,12GB,1TB HDD,Windows 10,2.25kg,649.0
740,HP,Notebook,15.6,AMD A9-Series A9-9420 3GHz,6GB,128GB SSD +  1TB HDD,Windows 10,2.1kg,650.0
741,Acer,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows 10,2.4kg,559.0
742,Lenovo,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.44kg,960.0
743,Lenovo,Notebook,15.6,Intel Core i7 7500U 2.7GHz,4GB,1TB HDD,Windows 10,1.85kg,779.0
744,HP,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD,Windows 10,2.6kg,2419.0
745,Dell,2 in 1 Convertible,13.3,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Windows 10,1.55kg,659.0
746,MSI,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,1.8kg,2094.48
747,Acer,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Windows 10,2.4kg,410.8
748,Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.0kg,1207.0
749,Dell,Notebook,15.6,Intel Core i3 6006U 2GHz,8GB,256GB SSD,Windows 10,2kg,665.0
750,Toshiba,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.25kg,1535.0
751,Lenovo,2 in 1 Convertible,14.0,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.7kg,999.0
752,Lenovo,Workstation,15.6,Intel Core i7 7600U 2.8GHz,16GB,1TB SSD,Windows 10,2.5kg,3299.0
753,Acer,Notebook,14.0,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Chrome OS,1.68kg,330.0
754,Samsung,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Windows 10,0.81kg,1649.0
755,HP,Notebook,15.6,Intel Core i3 6006U 2GHz,8GB,256GB SSD,Windows 10,1.86kg,539.0
757,Dell,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.6kg,1126.71
758,HP,Workstation,17.3,Intel Xeon E3-1535M v5 2.9GHz,16GB,256GB SSD,Windows 7,3kg,4389.0
759,Lenovo,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB SSD,Windows 10,1.4kg,475.0
760,HP,Notebook,15.6,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Windows 10,1.84kg,1900.0
761,Asus,Notebook,15.6,Intel Core i5 6300HQ 2.3GHz,4GB,1TB HDD,No OS,2.45kg,579.0
762,Lenovo,Ultrabook,14.0,Intel Core i5 6200U 2.3GHz,4GB,180GB SSD,Windows 10,1.7kg,1096.0
763,Asus,Notebook,15.6,Intel Core i7 7500U 2.7GHz,4GB,256GB SSD,Windows 10,2.37kg,849.9
764,Lenovo,2 in 1 Convertible,13.3,Intel Core i5 6260U 1.8GHz,8GB,256GB SSD,Windows 10,1.3kg,1199.0
765,HP,Notebook,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.2kg,1099.0
766,HP,Workstation,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Windows 7,2.59kg,1561.0
767,Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,4.42kg,2868.99
768,Acer,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Windows 10,2.1kg,599.0
769,Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.5kg,1048.0
770,Dell,Ultrabook,12.5,Intel Core i7 7600U 2.8GHz,16GB,256GB SSD,Windows 10,1.18kg,1859.0
771,Google,Ultrabook,12.3,Intel Core i5 7Y57 1.2GHz,8GB,256GB SSD,Chrome OS,1.1kg,1559.0
772,Asus,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.2kg,1129.0
773,Dell,Notebook,13.3,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Windows 10,1.65kg,849.0
774,Acer,Notebook,13.3,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Windows 10,1.6kg,655.0
775,Asus,Notebook,17.3,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Windows 10,2.8kg,470.34
776,Dell,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Windows 10,2.72kg,1099.0
777,Samsung,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,1.31kg,1599.0
778,Acer,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Linux,2.1kg,298.0
779,Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Windows 10,2.3kg,1181.27
780,Samsung,2 in 1 Convertible,15.0,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Windows 10,1.71kg,1799.0
781,Toshiba,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Windows 10,1.75kg,1020.0
782,Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Windows 10,2.62kg,1099.0
783,HP,Ultrabook,12.5,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Windows 10,1.26kg,1244.0
784,Asus,2 in 1 Convertible,15.6,Intel Core i7 7500U 2.7GHz,12GB,2TB HDD,Windows 10,2.3kg,839.0
785,Lenovo,Notebook,15.6,Intel Core i7 6820HQ 2.7GHz,16GB,512GB SSD,Windows 7,2.5kg,2370.0
786,Acer,Notebook,14.0,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Windows 10,1.8kg,636.0
787,Razer,Gaming,14.0,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Windows 10,1.95kg,2899.0
788,Asus,Notebook,15.6,Intel Pentium Dual Core N4200 1.1GHz,8GB,128GB SSD,Windows 10,2kg,581.9
789,Dell,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  1TB HDD,Windows 10,4.42kg,3588.8
790,Asus,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Windows 10,4.3kg,2350.0
791,Toshiba,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Windows 10,1.47kg,1764.0
792,Lenovo,Notebook,15.6,Intel Celeron Quad Core N3710 1.6GHz,8GB,1TB HDD,No OS,2.2kg,329.0
793,Lenovo,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows 10,1.7kg,2299.0
794,MSI,Gaming,14.0,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,1.6kg,1891.0
795,MSI,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.2kg,1089.0
796,Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,4GB,1TB HDD,Windows 10,2.4kg,999.0
797,Acer,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,4.2kg,2299.0
798,Dell,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Windows 10,2.62kg,985.0
799,Asus,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.24kg,1339.0
800,Vero,Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Windows 10,1.22kg,202.9
801,Lenovo,2 in 1 Convertible,13.3,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Windows 10,1.37kg,1970.0
802,Lenovo,2 in 1 Convertible,15.6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,2.08kg,959.0
803,Apple,Ultrabook,12.0,Intel Core M 1.2GHz,8GB,512GB Flash Storage,Mac OS X,0.920kg,1165.0
804,Lenovo,2 in 1 Convertible,14.0,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.42kg,2330.0
805,Asus,Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Windows 10,1.63kg,299.0
806,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Windows 10,1.95kg,810.0
807,Lenovo,2 in 1 Convertible,13.9,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,1.38kg,1349.0
808,Dell,Notebook,15.6,Intel Core i3 6006U 2GHz,8GB,256GB SSD,Windows 10,2kg,739.0
809,HP,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Windows 10,3.14kg,2064.9
810,Asus,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,2.37kg,1099.0
811,Dell,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.29kg,1499.0
812,Dell,Notebook,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Windows 10,2.06kg,1749.0
813,Dell,Netbook,11.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,128GB SSD,Windows 10,1.63kg,744.0
814,HP,Netbook,12.5,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Windows 10,1.26kg,1389.0
815,Toshiba,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows 10,2.1kg,780.0
816,HP,Notebook,15.6,AMD A12-Series 9700P 2.5GHz,8GB,2TB HDD,Windows 10,2.04kg,629.0
817,Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Windows 10,2.62kg,1679.0
818,Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Windows 10,2.4kg,609.0
819,HP,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,Windows 10,3.74kg,1749.0
820,MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Windows 10,2.9kg,2415.0
821,Samsung,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,0.81kg,1499.0
822,Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Windows 10,1.98kg,961.0
823,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,2.18kg,789.81
824,Lenovo,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,1.32kg,1859.0
825,Razer,Ultrabook,12.5,Intel Core i7 7500U 2.5GHz,16GB,512GB SSD,Windows 10,1.29kg,1799.0
826,HP,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Chrome OS,1.23kg,385.0
827,Dell,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Windows 10,4.36kg,2505.02
828,Dell,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows 10,1.76kg,755.0
829,Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Windows 10,2.1kg,489.9
830,Toshiba,Ultrabook,14.0,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Windows 10,1.25kg,1090.0
831,Lenovo,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Windows 10,1.13kg,2499.0
832,MSI,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Windows 10,2.4kg,1199.0
833,Lenovo,Ultrabook,14.0,Intel Core i5 7200U 2.5GHz,8GB,256GB Flash Storage,Windows 10,1.13kg,1875.0
834,Toshiba,Notebook,14.0,Intel Pentium Dual Core 4405U 2.1GHz,4GB,128GB SSD,Windows 10,1.75kg,499.0
835,Asus,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.1kg,1358.0
836,Dell,Notebook,14.0,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Windows 10,1.76kg,585.0
837,Acer,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Chrome OS,1.35kg,355.0
838,Acer,Notebook,14.0,Intel Core i3 7100U 2.4GHz,8GB,128GB SSD,Windows 10,1.5kg,619.0
839,Razer,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,32GB,512GB SSD,Windows 10,3.49kg,5499.0
840,Lenovo,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Windows 10,1.1kg,2099.0
841,Asus,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Linux,2.1kg,519.0
842,Lenovo,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 10,1.7kg,1186.0
843,Lenovo,Notebook,14.0,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Windows 10,1.32kg,1650.0
844,Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,3.21kg,2774.63
845,Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,2.9kg,2419.0
846,Toshiba,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Windows 10,2.0kg,669.0
847,Lenovo,Notebook,14.0,Intel Celeron Quad Core N3160 1.6GHz,4GB,16GB Flash Storage,Chrome OS,1.5kg,325.0
848,Asus,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,128GB HDD,Windows 10,2.3kg,590.0
849,Asus,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD +  1TB HDD,Windows 10,2.73kg,1799.0
851,Dell,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,32GB,512GB SSD +  1TB HDD,Windows 10,4.42kg,3072.89
852,HP,Notebook,17.3,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Windows 10,2.63kg,910.0
853,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Windows 10,2.18kg,713.99
854,HP,Ultrabook,14.0,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Windows 7,1.54kg,1870.0
855,Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,4GB,256GB SSD,Windows 10,2.18kg,739.0
856,HP,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Chrome OS,1.4kg,615.0
857,Asus,Ultrabook,13.3,Intel Core i5 6200U 2.3GHz,8GB,512GB SSD,Windows 10,1.45kg,1026.0
858,HP,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.28kg,2277.0
859,HP,Ultrabook,14.0,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Windows 10,1.54kg,1468.0
860,HP,Notebook,15.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB SSD,No OS,1.86kg,299.0
862,Asus,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Windows 10,2.1kg,1899.0
863,Dell,Notebook,17.3,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Linux,2.83kg,865.0
864,Lenovo,Ultrabook,14.0,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Windows 10,1.96kg,1903.0
865,Asus,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,2.3kg,787.0
866,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Windows 10,1.9kg,945.0
867,Asus,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Windows 10,2kg,449.0
868,HP,2 in 1 Convertible,13.3,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Windows 10,1.28kg,2559.0
869,Dell,Notebook,13.3,Intel Core i5 6200U 2.3GHz,8GB,1TB HDD,Windows 10,1.62kg,649.0
870,Lenovo,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,No OS,2.2kg,469.0
871,Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Windows 10,2.3kg,850.66
872,HP,Notebook,15.6,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Windows 10,1.84kg,1349.0
873,Toshiba,Notebook,13.3,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Windows 10,1.05kg,1285.0
874,Lenovo,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,No OS,2.5kg,1017.0
